date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:06:08	1573/1573	---M--	200	added ('OK')	image/gif	etag:%22625-44e5ce59be6c0%22	https://mycsu.csuohio.edu/offices/iraa/graphics/graph03.gif	mycsu.csuohio.edu/offices/iraa/graphics/graph03.gif	(from https://mycsu.csuohio.edu/offices/iraa/csureports/fall_enrollF1.html)
00:06:09	1844/1844	---M--	200	added ('OK')	text/html	date:Wed,%2020%20Mar%202024%2004:06:09%20GMT	https://mycsu.csuohio.edu/offices/iraa/csureports/chart/h_fall.html	mycsu.csuohio.edu/offices/iraa/csureports/chart/h_fall.html	(from https://mycsu.csuohio.edu/offices/iraa/csureports/fall_enrollF2.html)
00:06:10	860/860	---M--	200	added ('OK')	image/gif	etag:%2235c-44e5ce59be6c0%22	https://mycsu.csuohio.edu/offices/iraa/graphics/arrOpen.gif	mycsu.csuohio.edu/offices/iraa/graphics/arrOpen.gif	(from https://mycsu.csuohio.edu/offices/iraa/csureports/fall_enrollF4.html)
00:06:11	2032/2032	---M--	200	added ('OK')	text/html	date:Wed,%2020%20Mar%202024%2004:06:11%20GMT	https://mycsu.csuohio.edu/offices/iraa/csureports/chart/c.html	mycsu.csuohio.edu/offices/iraa/csureports/chart/c.html	(from https://mycsu.csuohio.edu/offices/iraa/csureports/enrollF1.html)
00:06:12	1991/1991	---M--	200	added ('OK')	text/html	date:Wed,%2020%20Mar%202024%2004:06:12%20GMT	https://mycsu.csuohio.edu/offices/iraa/csureports/chart/h.html	mycsu.csuohio.edu/offices/iraa/csureports/chart/h.html	(from https://mycsu.csuohio.edu/offices/iraa/csureports/enrollF2.html)
00:06:13	2056/2056	---M--	200	added ('OK')	text/html	date:Wed,%2020%20Mar%202024%2004:06:13%20GMT	https://mycsu.csuohio.edu/offices/iraa/csureports/chart/c_Summer.html	mycsu.csuohio.edu/offices/iraa/csureports/chart/c_Summer.html	(from https://mycsu.csuohio.edu/offices/iraa/csureports/smr_enrollF1.html)
00:06:14	2053/2053	---M--	200	added ('OK')	text/html	date:Wed,%2020%20Mar%202024%2004:06:14%20GMT	https://mycsu.csuohio.edu/offices/iraa/csureports/chart/h_Summer.html	mycsu.csuohio.edu/offices/iraa/csureports/chart/h_Summer.html	(from https://mycsu.csuohio.edu/offices/iraa/csureports/smr_enrollF2.html)
00:06:17	999/999	---M--	303	error ('See%20Other')	text/html	date:Wed,%2020%20Mar%202024%2004:06:16%20GMT	https://mycsu.csuohio.edu/mellon/login?ReturnTo=https%3A%2F%2Fmycsu.csuohio.edu%2Foffices%2Fhrd%2Femployment.html%26IdP=https%3A%2F%2Fsts.windows.net%2Fd7f3e79a%2D943d%2D4ace%2Daeab%2D209030807508%2F	mycsu.csuohio.edu/mellon/login59b9	(from https://mycsu.csuohio.edu/offices/hrd/employment.html)
00:06:17	1004/1004	---M--	303	error ('See%20Other')	text/html	date:Wed,%2020%20Mar%202024%2004:06:16%20GMT	https://mycsu.csuohio.edu/mellon/login?ReturnTo=https%3A%2F%2Fmycsu.csuohio.edu%2Foffices%2Fhrd%2Fforms.html%26IdP=https%3A%2F%2Fsts.windows.net%2Fd7f3e79a%2D943d%2D4ace%2Daeab%2D209030807508%2F	mycsu.csuohio.edu/mellon/loginb31b	(from https://mycsu.csuohio.edu/offices/hrd/forms.html)
00:06:17	1006/1006	---M--	303	error ('See%20Other')	text/html	date:Wed,%2020%20Mar%202024%2004:06:16%20GMT	https://mycsu.csuohio.edu/mellon/login?ReturnTo=https%3A%2F%2Fmycsu.csuohio.edu%2Foffices%2Fhrd%2Flabor_relations.html%26IdP=https%3A%2F%2Fsts.windows.net%2Fd7f3e79a%2D943d%2D4ace%2Daeab%2D209030807508%2F	mycsu.csuohio.edu/mellon/loginc8e5	(from https://mycsu.csuohio.edu/offices/hrd/labor_relations.html)
00:06:18	508258/508258	---M--	200	added ('OK')	application/pdf	etag:%227c162-4857a8c592780%22	https://mycsu.csuohio.edu/offices/iraa/documentation/IRAA%20Policy%20Manual.pdf	mycsu.csuohio.edu/offices/iraa/documentation/IRAA%20Policy%20Manual.pdf	(from https://mycsu.csuohio.edu/offices/iraa/documentation/index.html)
00:06:19	54/54	---M--	200	added ('OK')	image/gif	etag:%2236-54c58193fd500%22	https://mycsu.csuohio.edu/offices/iraa/csureports/themes/blueauto/desc.gif	mycsu.csuohio.edu/offices/iraa/csureports/themes/blueauto/desc.gif	(from https://mycsu.csuohio.edu/offices/iraa/csureports/themes/blueauto/style.css)
00:06:20	1156/1156	---M--	200	added ('OK')	image/gif	etag:%22484-44e7250391880%22	https://mycsu.csuohio.edu/offices/iraa/graphics/printr.gif	mycsu.csuohio.edu/offices/iraa/graphics/printr.gif	(from https://mycsu.csuohio.edu/offices/iraa/csureports/chart/c_fall.html)
00:06:21	1476/1476	---M--	200	added ('OK')	image/gif	etag:%225c4-44e7250391880%22	https://mycsu.csuohio.edu/offices/iraa/graphics/monitr.gif	mycsu.csuohio.edu/offices/iraa/graphics/monitr.gif	(from https://mycsu.csuohio.edu/offices/iraa/csureports/chart/c_fall.html)
00:06:22	3461/3461	---M--	200	added ('OK')	image/png	etag:%22d85-54c58186a3580%22	https://mycsu.csuohio.edu/offices/iraa/csureports/chart/fallSCH.png	mycsu.csuohio.edu/offices/iraa/csureports/chart/fallSCH.png	(from https://mycsu.csuohio.edu/offices/iraa/csureports/chart/c_fall.html)
00:06:23	3604/3604	---M--	200	added ('OK')	image/png	etag:%22e14-54c58186a3580%22	https://mycsu.csuohio.edu/offices/iraa/csureports/chart/fallHC.png	mycsu.csuohio.edu/offices/iraa/csureports/chart/fallHC.png	(from https://mycsu.csuohio.edu/offices/iraa/csureports/chart/h_fall.html)
00:06:24	24896/24896	---M--	200	added ('OK')	image/png	etag:%226140-54c58187977c0%22	https://mycsu.csuohio.edu/offices/iraa/csureports/chart/springSCH.png	mycsu.csuohio.edu/offices/iraa/csureports/chart/springSCH.png	(from https://mycsu.csuohio.edu/offices/iraa/csureports/chart/c.html)
00:06:25	24375/24375	---M--	200	added ('OK')	image/png	etag:%225f37-54c58187977c0%22	https://mycsu.csuohio.edu/offices/iraa/csureports/chart/springHC.png	mycsu.csuohio.edu/offices/iraa/csureports/chart/springHC.png	(from https://mycsu.csuohio.edu/offices/iraa/csureports/chart/h.html)
00:06:26	337/337	---M--	200	added ('OK')	image/gif	etag:%22151-44e5ce58ca480%22	https://mycsu.csuohio.edu/offices/iraa/graphics/arr.gif	mycsu.csuohio.edu/offices/iraa/graphics/arr.gif	(from https://mycsu.csuohio.edu/offices/iraa/csureports/chart/c_Summer.html)
00:06:27	25262/25262	---M--	200	added ('OK')	image/png	etag:%2262ae-54c58187977c0%22	https://mycsu.csuohio.edu/offices/iraa/csureports/chart/summerSCH.png	mycsu.csuohio.edu/offices/iraa/csureports/chart/summerSCH.png	(from https://mycsu.csuohio.edu/offices/iraa/csureports/chart/c_Summer.html)
00:06:28	23719/23719	---M--	200	added ('OK')	image/png	etag:%225ca7-54c58187977c0%22	https://mycsu.csuohio.edu/offices/iraa/csureports/chart/summerHC.png	mycsu.csuohio.edu/offices/iraa/csureports/chart/summerHC.png	(from https://mycsu.csuohio.edu/offices/iraa/csureports/chart/h_Summer.html)
00:06:29	1424/1424	---M--	200	added ('OK')	text/css	etag:%22590-54c581888ba00%22	https://mycsu.csuohio.edu/offices/iraa/csureports/css/style.css	mycsu.csuohio.edu/offices/iraa/csureports/css/style.css	(from https://mycsu.csuohio.edu/offices/iraa/csureports/fall_enrollF1.html)
00:06:29	64/64	---M--	200	added ('OK')	image/gif	etag:%2240-54c58193fd500%22	https://mycsu.csuohio.edu/offices/iraa/csureports/themes/blueauto/bg.gif	mycsu.csuohio.edu/offices/iraa/csureports/themes/blueauto/bg.gif	(from https://mycsu.csuohio.edu/offices/iraa/csureports/themes/blueauto/style.css)
00:06:29	54/54	---M--	200	added ('OK')	image/gif	etag:%2236-54c58193fd500%22	https://mycsu.csuohio.edu/offices/iraa/csureports/themes/blueauto/asc.gif	mycsu.csuohio.edu/offices/iraa/csureports/themes/blueauto/asc.gif	(from https://mycsu.csuohio.edu/offices/iraa/csureports/themes/blueauto/style.css)
